,PM2.5,Season,Dew,Humi,Pres,Temp,W_dir,W_speed,Prec,Prec_cum
2012-12-31 12:00:00,90.0,4,-16.0,35.0,1018.0,-3.0,cv,1.78,0.0,0.0
2012-12-31 13:00:00,87.0,4,-17.0,30.0,1017.0,-2.0,cv,2.67,0.0,0.0
2012-12-31 14:00:00,87.0,4,-16.0,30.0,1016.0,-1.0,cv,3.56,0.0,0.0
2012-12-31 15:00:00,54.0,4,-16.0,28.0,1016.0,0.0,SE,1.79,0.0,0.0
2012-12-31 16:00:00,78.0,4,-17.0,26.0,1016.0,0.0,SE,4.92,0.0,0.0
2012-12-31 17:00:00,103.0,4,-15.0,31.0,1016.0,0.0,NW,4.02,0.0,0.0
2012-12-31 18:00:00,104.0,4,-15.0,36.0,1016.0,-2.0,NW,7.15,0.0,0.0
2012-12-31 19:00:00,131.0,4,-13.0,53.0,1017.0,-5.0,SE,0.89,0.0,0.0
2012-12-31 20:00:00,113.0,4,-14.0,53.0,1017.0,-6.0,cv,0.89,0.0,0.0
2012-12-31 21:00:00,45.0,4,-14.0,67.0,1018.0,-9.0,NW,1.79,0.0,0.0
2012-12-31 22:00:00,39.0,4,-12.0,72.0,1018.0,-8.0,cv,0.89,0.0,0.0
2012-12-31 23:00:00,35.0,4,-10.0,73.0,1018.0,-6.0,NW,1.79,0.0,0.0
2013-01-01 00:00:00,31.0,4,-10.0,67.0,1018.0,-5.0,NW,5.81,0.0,0.0
2013-01-01 01:00:00,32.0,4,-11.0,73.0,1017.0,-7.0,NW,9.83,0.0,0.0
2013-01-01 02:00:00,21.0,4,-11.0,73.0,1017.0,-7.0,NW,11.62,0.0,0.0
2013-01-01 03:00:00,16.0,4,-14.0,72.0,1018.0,-10.0,NW,14.75,0.0,0.0
2013-01-01 04:00:00,15.0,4,-15.0,66.0,1018.0,-10.0,cv,0.45,0.0,0.0
2013-01-01 05:00:00,9.0,4,-15.0,78.0,1019.0,-12.0,NW,3.13,0.0,0.0
2013-01-01 06:00:00,9.0,4,-15.0,72.0,1020.0,-11.0,cv,0.89,0.0,0.0
2013-01-01 07:00:00,7.0,4,-16.0,45.0,1020.0,-6.0,NW,4.92,0.0,0.0
2013-01-01 08:00:00,14.0,4,-18.0,38.0,1021.0,-6.0,NW,8.94,0.0,0.0
2013-01-01 09:00:00,11.0,4,-19.0,32.0,1022.0,-5.0,NW,13.86,0.0,0.0
2013-01-01 10:00:00,9.0,4,-22.0,21.0,1023.0,-3.0,NW,21.01,0.0,0.0
2013-01-01 11:00:00,10.0,4,-22.0,21.0,1024.0,-3.0,NW,29.95,0.0,0.0
2013-01-01 12:00:00,16.0,4,-23.0,19.0,1023.0,-3.0,NW,38.0,0.0,0.0
2013-01-01 13:00:00,17.0,4,-23.0,21.0,1023.0,-4.0,NW,46.05,0.0,0.0
2013-01-01 14:00:00,15.0,4,-23.0,21.0,1024.0,-4.0,NW,54.1,0.0,0.0
2013-01-01 15:00:00,13.0,4,-25.0,19.0,1025.0,-5.0,NW,63.04,0.0,0.0
2013-01-01 16:00:00,16.0,4,-25.0,20.0,1026.0,-6.0,NW,71.09,0.0,0.0
2013-01-01 17:00:00,15.0,4,-25.0,22.0,1027.0,-7.0,NW,79.14,0.0,0.0
2013-01-01 18:00:00,20.0,4,-27.0,20.0,1028.0,-8.0,NW,87.19,0.0,0.0
2013-01-01 19:00:00,17.0,4,-26.0,23.0,1029.0,-9.0,NW,96.13,0.0,0.0
2013-01-01 20:00:00,16.0,4,-26.0,25.0,1030.0,-10.0,NW,103.28,0.0,0.0
2013-01-01 21:00:00,19.0,4,-27.0,23.0,1031.0,-10.0,NW,111.33,0.0,0.0
2013-01-01 22:00:00,13.0,4,-27.0,25.0,1032.0,-11.0,NW,118.48,0.0,0.0
2013-01-01 23:00:00,19.0,4,-28.0,23.0,1033.0,-11.0,NW,126.53,0.0,0.0
2013-01-02 00:00:00,15.0,4,-28.0,25.0,1033.0,-12.0,NW,134.58,0.0,0.0
2013-01-02 01:00:00,19.0,4,-28.0,25.0,1033.0,-12.0,NW,141.73,0.0,0.0
2013-01-02 02:00:00,16.0,4,-28.0,25.0,1034.0,-12.0,NW,148.88,0.0,0.0
2013-01-02 03:00:00,17.0,4,-28.0,25.0,1035.0,-12.0,NW,156.03,0.0,0.0
2013-01-02 04:00:00,17.0,4,-28.0,25.0,1035.0,-12.0,NW,163.18,0.0,0.0
2013-01-02 05:00:00,17.0,4,-28.0,27.0,1036.0,-13.0,NW,168.99,0.0,0.0
2013-01-02 06:00:00,15.0,4,-28.0,27.0,1036.0,-13.0,NW,177.04,0.0,0.0
2013-01-02 07:00:00,13.0,4,-28.0,27.0,1036.0,-13.0,NW,185.09,0.0,0.0
2013-01-02 08:00:00,15.0,4,-27.0,27.0,1037.0,-12.0,NW,194.03,0.0,0.0
2013-01-02 09:00:00,15.0,4,-27.0,25.0,1039.0,-11.0,NW,202.08,0.0,0.0
2013-01-02 10:00:00,16.0,4,-28.0,21.0,1040.0,-10.0,NW,213.26,0.0,0.0
2013-01-02 11:00:00,13.0,4,-28.0,19.0,1041.0,-9.0,NW,223.09,0.0,0.0
2013-01-02 12:00:00,19.0,4,-29.0,18.0,1041.0,-9.0,NW,234.27,0.0,0.0
2013-01-02 13:00:00,20.0,4,-28.0,18.0,1040.0,-8.0,NW,245.45,0.0,0.0
2013-01-02 14:00:00,19.0,4,-27.0,20.0,1040.0,-8.0,NW,256.63,0.0,0.0
2013-01-02 15:00:00,19.0,4,-27.0,20.0,1040.0,-8.0,NW,267.81,0.0,0.0
2013-01-02 16:00:00,25.0,4,-27.0,20.0,1041.0,-8.0,NW,277.64,0.0,0.0
2013-01-02 17:00:00,22.0,4,-27.0,20.0,1042.0,-8.0,NW,287.47,0.0,0.0
2013-01-02 18:00:00,25.0,4,-26.0,25.0,1043.0,-10.0,NW,296.41,0.0,0.0
2013-01-02 19:00:00,20.0,4,-26.0,25.0,1044.0,-10.0,NW,306.24,0.0,0.0
2013-01-02 20:00:00,19.0,4,-28.0,21.0,1044.0,-10.0,NW,315.18,0.0,0.0
2013-01-02 21:00:00,21.0,4,-27.0,23.0,1045.0,-10.0,NW,325.01,0.0,0.0
2013-01-02 22:00:00,27.0,4,-27.0,25.0,1046.0,-11.0,NW,332.16,0.0,0.0
2013-01-02 23:00:00,23.0,4,-26.0,27.0,1046.0,-11.0,NW,341.1,0.0,0.0
2013-01-03 00:00:00,21.0,4,-27.0,25.0,1046.0,-11.0,NW,350.04,0.0,0.0
2013-01-03 01:00:00,20.0,4,-28.0,23.0,1046.0,-11.0,NW,359.87,0.0,0.0
2013-01-03 02:00:00,18.0,4,-28.0,23.0,1046.0,-11.0,NW,367.02,0.0,0.0
2013-01-03 03:00:00,20.0,4,-28.0,25.0,1046.0,-12.0,NW,375.07,0.0,0.0
2013-01-03 04:00:00,20.0,4,-28.0,25.0,1046.0,-12.0,NW,384.01,0.0,0.0
2013-01-03 05:00:00,13.0,4,-28.0,25.0,1045.0,-12.0,NW,393.84,0.0,0.0
2013-01-03 06:00:00,13.0,4,-27.0,29.0,1045.0,-13.0,NE,4.92,0.0,0.0
2013-01-03 07:00:00,17.0,4,-26.0,35.0,1045.0,-14.0,NE,9.84,0.0,0.0
2013-01-03 08:00:00,22.0,4,-25.0,33.0,1046.0,-12.0,NW,1.79,0.0,0.0
2013-01-03 09:00:00,29.0,4,-26.0,25.0,1046.0,-10.0,NE,4.02,0.0,0.0
2013-01-03 10:00:00,26.0,4,-26.0,23.0,1046.0,-9.0,NE,8.04,0.0,0.0
2013-01-03 11:00:00,26.0,4,-25.0,24.0,1046.0,-8.0,NW,4.92,0.0,0.0
2013-01-03 12:00:00,18.0,4,-25.0,22.0,1044.0,-7.0,NE,4.02,0.0,0.0
2013-01-03 13:00:00,20.0,4,-24.0,22.0,1043.0,-6.0,NW,4.02,0.0,0.0
2013-01-03 14:00:00,26.0,4,-24.0,22.0,1042.0,-6.0,NE,3.13,0.0,0.0
2013-01-03 15:00:00,24.0,4,-24.0,20.0,1041.0,-5.0,NW,3.13,0.0,0.0
2013-01-03 16:00:00,18.0,4,-23.0,22.0,1041.0,-5.0,NW,4.92,0.0,0.0
2013-01-03 17:00:00,25.0,4,-23.0,28.0,1041.0,-8.0,cv,0.89,0.0,0.0
2013-01-03 18:00:00,34.0,4,-20.0,40.0,1041.0,-9.0,NE,1.79,0.0,0.0
2013-01-03 19:00:00,37.0,4,-21.0,40.0,1041.0,-10.0,NW,1.79,0.0,0.0
2013-01-03 20:00:00,36.0,4,-21.0,43.0,1040.0,-11.0,NW,3.58,0.0,0.0
2013-01-03 21:00:00,42.0,4,-21.0,43.0,1040.0,-11.0,NW,5.37,0.0,0.0
2013-01-03 22:00:00,40.0,4,-21.0,47.0,1040.0,-12.0,NW,7.16,0.0,0.0
2013-01-03 23:00:00,37.0,4,-21.0,47.0,1040.0,-12.0,NW,10.29,0.0,0.0
2013-01-04 00:00:00,33.0,4,-21.0,55.0,1039.0,-14.0,NW,12.08,0.0,0.0
2013-01-04 01:00:00,35.0,4,-21.0,60.0,1039.0,-15.0,NW,15.21,0.0,0.0
2013-01-04 02:00:00,58.0,4,-22.0,59.0,1038.0,-16.0,NW,18.34,0.0,0.0
2013-01-04 03:00:00,56.0,4,-22.0,65.0,1038.0,-17.0,NW,20.13,0.0,0.0
2013-01-04 04:00:00,62.0,4,-21.0,55.0,1037.0,-14.0,NW,23.26,0.0,0.0
2013-01-04 05:00:00,37.0,4,-22.0,55.0,1036.0,-15.0,NW,26.39,0.0,0.0
2013-01-04 06:00:00,37.0,4,-23.0,54.0,1036.0,-16.0,NW,28.18,0.0,0.0
2013-01-04 07:00:00,41.0,4,-22.0,55.0,1035.0,-15.0,NW,29.97,0.0,0.0
2013-01-04 08:00:00,41.0,4,-22.0,59.0,1035.0,-16.0,NW,31.76,0.0,0.0
2013-01-04 09:00:00,39.0,4,-20.0,47.0,1035.0,-11.0,NW,34.89,0.0,0.0
2013-01-04 10:00:00,48.0,4,-21.0,34.0,1035.0,-8.0,NW,38.02,0.0,0.0
2013-01-04 11:00:00,59.0,4,-22.0,29.0,1034.0,-7.0,cv,0.89,0.0,0.0
2013-01-04 12:00:00,63.0,4,-21.0,27.0,1032.0,-5.0,NW,1.79,0.0,0.0
2013-01-04 13:00:00,74.0,4,-22.0,24.0,1031.0,-5.0,NW,4.92,0.0,0.0
2013-01-04 14:00:00,69.0,4,-22.0,21.0,1029.0,-3.0,cv,1.79,0.0,0.0
2013-01-04 15:00:00,79.0,4,-23.0,19.0,1029.0,-3.0,NW,3.13,0.0,0.0
2013-01-04 16:00:00,89.0,4,-23.0,21.0,1029.0,-4.0,SE,3.13,0.0,0.0
2013-01-04 17:00:00,94.0,4,-22.0,23.0,1028.0,-4.0,SE,4.92,0.0,0.0
2013-01-04 18:00:00,113.0,4,-21.0,37.0,1028.0,-9.0,NE,1.79,0.0,0.0
2013-01-04 19:00:00,132.0,4,-20.0,40.0,1028.0,-9.0,cv,0.45,0.0,0.0
2013-01-04 20:00:00,186.0,4,-18.0,51.0,1029.0,-10.0,cv,0.9,0.0,0.0
2013-01-04 21:00:00,205.0,4,-18.0,60.0,1029.0,-12.0,cv,1.79,0.0,0.0
2013-01-04 22:00:00,204.0,4,-18.0,66.0,1029.0,-13.0,cv,2.68,0.0,0.0
2013-01-04 23:00:00,198.0,4,-19.0,71.0,1029.0,-15.0,NW,1.79,0.0,0.0
2013-01-05 00:00:00,176.0,4,-18.0,71.0,1029.0,-14.0,NW,2.68,0.0,0.0
2013-01-05 01:00:00,111.0,4,-20.0,60.0,1028.0,-14.0,cv,0.89,0.0,0.0
2013-01-05 02:00:00,140.0,4,-20.0,47.0,1028.0,-11.0,NE,3.13,0.0,0.0
2013-01-05 03:00:00,78.0,4,-22.0,50.0,1028.0,-14.0,NW,3.13,0.0,0.0
2013-01-05 04:00:00,30.0,4,-21.0,55.0,1028.0,-14.0,NW,8.05,0.0,0.0
2013-01-05 05:00:00,31.0,4,-21.0,47.0,1028.0,-12.0,NW,12.97,0.0,0.0
2013-01-05 06:00:00,34.0,4,-22.0,36.0,1028.0,-10.0,NE,4.92,0.0,0.0
2013-01-05 07:00:00,29.0,4,-23.0,36.0,1029.0,-11.0,NW,4.02,0.0,0.0
2013-01-05 08:00:00,40.0,4,-22.0,31.0,1029.0,-8.0,NW,8.04,0.0,0.0
2013-01-05 09:00:00,43.0,4,-23.0,26.0,1030.0,-7.0,NE,4.92,0.0,0.0
2013-01-05 10:00:00,43.0,4,-23.0,22.0,1030.0,-5.0,NE,10.73,0.0,0.0
2013-01-05 11:00:00,39.0,4,-23.0,18.0,1030.0,-2.0,NW,4.92,0.0,0.0
2013-01-05 12:00:00,38.0,4,-22.0,21.0,1029.0,-3.0,NE,4.92,0.0,0.0
2013-01-05 13:00:00,37.0,4,-22.0,19.0,1028.0,-2.0,NE,9.84,0.0,0.0
2013-01-05 14:00:00,37.0,4,-22.0,18.0,1027.0,-1.0,NE,13.86,0.0,0.0
2013-01-05 15:00:00,36.0,4,-22.0,17.0,1028.0,0.0,NE,16.99,0.0,0.0
2013-01-05 16:00:00,41.0,4,-22.0,18.0,1028.0,-1.0,NE,18.78,0.0,0.0
2013-01-05 17:00:00,49.0,4,-21.0,23.0,1028.0,-3.0,NE,19.67,0.0,0.0
2013-01-05 18:00:00,69.0,4,-20.0,29.0,1029.0,-5.0,NE,20.56,0.0,0.0
2013-01-05 19:00:00,86.0,4,-20.0,37.0,1029.0,-8.0,NW,1.79,0.0,0.0
2013-01-05 20:00:00,73.0,4,-19.0,47.0,1029.0,-10.0,NW,4.92,0.0,0.0
2013-01-05 21:00:00,64.0,4,-20.0,40.0,1029.0,-9.0,NW,8.05,0.0,0.0
2013-01-05 22:00:00,72.0,4,-20.0,40.0,1030.0,-9.0,NW,11.18,0.0,0.0
2013-01-05 23:00:00,72.0,4,-18.0,48.0,1030.0,-9.0,NW,14.31,0.0,0.0
2013-01-06 00:00:00,49.0,4,-19.0,47.0,1030.0,-10.0,NE,1.79,0.0,0.0
2013-01-06 01:00:00,48.0,4,-18.0,44.0,1030.0,-8.0,NE,4.92,0.0,0.0
2013-01-06 02:00:00,34.0,4,-19.0,47.0,1030.0,-10.0,NW,3.13,0.0,0.0
2013-01-06 03:00:00,40.0,4,-18.0,56.0,1030.0,-11.0,NW,7.15,0.0,0.0
2013-01-06 04:00:00,39.0,4,-18.0,66.0,1029.0,-13.0,NW,10.28,0.0,0.0
2013-01-06 05:00:00,30.0,4,-18.0,66.0,1029.0,-13.0,NW,14.3,0.0,0.0
2013-01-06 06:00:00,32.0,4,-18.0,60.0,1029.0,-12.0,NW,18.32,0.0,0.0
2013-01-06 07:00:00,41.0,4,-18.0,60.0,1029.0,-12.0,NW,22.34,0.0,0.0
2013-01-06 08:00:00,45.0,4,-18.0,56.0,1029.0,-11.0,NW,25.47,0.0,0.0
2013-01-06 09:00:00,61.0,4,-17.0,44.0,1030.0,-7.0,NW,28.6,0.0,0.0
2013-01-06 10:00:00,50.0,4,-18.0,35.0,1030.0,-5.0,NW,31.73,0.0,0.0
2013-01-06 11:00:00,65.0,4,-19.0,27.0,1029.0,-3.0,NW,34.86,0.0,0.0
2013-01-06 12:00:00,70.0,4,-19.0,27.0,1028.0,-3.0,NE,1.79,0.0,0.0
2013-01-06 13:00:00,78.0,4,-19.0,25.0,1027.0,-2.0,NW,1.79,0.0,0.0
2013-01-06 14:00:00,108.0,4,-19.0,24.0,1026.0,-1.0,NW,3.58,0.0,0.0
2013-01-06 15:00:00,142.0,4,-19.0,24.0,1025.0,-1.0,SE,3.13,0.0,0.0
2013-01-06 16:00:00,193.0,4,-18.0,26.0,1025.0,-1.0,SE,6.26,0.0,0.0
2013-01-06 17:00:00,204.0,4,-18.0,26.0,1025.0,-1.0,SE,9.39,0.0,0.0
2013-01-06 18:00:00,266.0,4,-17.0,33.0,1025.0,-3.0,SE,12.52,0.0,0.0
2013-01-06 19:00:00,335.0,4,-16.0,33.0,1026.0,-2.0,SE,15.65,0.0,0.0
2013-01-06 20:00:00,392.0,4,-16.0,45.0,1025.0,-6.0,cv,0.45,0.0,0.0
2013-01-06 21:00:00,413.0,4,-15.0,52.0,1026.0,-7.0,NE,0.89,0.0,0.0
2013-01-06 22:00:00,339.0,4,-14.0,67.0,1026.0,-9.0,cv,0.89,0.0,0.0
2013-01-06 23:00:00,285.0,4,-14.0,72.0,1026.0,-10.0,SE,0.89,0.0,0.0
2013-01-07 00:00:00,236.0,4,-14.0,72.0,1026.0,-10.0,cv,0.45,0.0,0.0
2013-01-07 01:00:00,173.0,4,-16.0,72.0,1026.0,-12.0,NW,1.79,0.0,0.0
2013-01-07 02:00:00,159.0,4,-17.0,71.0,1025.0,-13.0,NW,4.92,0.0,0.0
2013-01-07 03:00:00,128.0,4,-16.0,72.0,1025.0,-12.0,NW,8.05,0.0,0.0
2013-01-07 04:00:00,99.0,4,-17.0,66.0,1025.0,-12.0,NW,9.84,0.0,0.0
2013-01-07 05:00:00,89.0,4,-16.0,72.0,1025.0,-12.0,NW,11.63,0.0,0.0
2013-01-07 06:00:00,88.0,4,-17.0,77.0,1025.0,-14.0,NW,14.76,0.0,0.0
2013-01-07 07:00:00,84.0,4,-17.0,66.0,1025.0,-12.0,NW,16.55,0.0,0.0
2013-01-07 08:00:00,71.0,4,-16.0,66.0,1025.0,-11.0,NW,19.68,0.0,0.0
2013-01-07 09:00:00,76.0,4,-15.0,52.0,1026.0,-7.0,NW,21.47,0.0,0.0
2013-01-07 10:00:00,78.0,4,-16.0,41.0,1026.0,-5.0,NW,23.26,0.0,0.0
2013-01-07 11:00:00,89.0,4,-16.0,41.0,1026.0,-5.0,cv,0.89,0.0,0.0
2013-01-07 12:00:00,102.0,4,-15.0,39.0,1025.0,-3.0,NW,3.13,0.0,0.0
2013-01-07 13:00:00,113.0,4,-15.0,33.0,1025.0,-1.0,cv,1.79,0.0,0.0
2013-01-07 14:00:00,134.0,4,-18.0,22.0,1024.0,1.0,NW,1.79,0.0,0.0
2013-01-07 15:00:00,33.0,4,-19.0,20.0,1024.0,1.0,cv,0.89,0.0,0.0
2013-01-07 16:00:00,133.0,4,-19.0,22.0,1024.0,0.0,cv,1.34,0.0,0.0
2013-01-07 17:00:00,150.0,4,-16.0,35.0,1024.0,-3.0,cv,2.23,0.0,0.0
2013-01-07 18:00:00,164.0,4,-15.0,42.0,1024.0,-4.0,SE,0.89,0.0,0.0
2013-01-07 19:00:00,194.0,4,-14.0,57.0,1025.0,-7.0,NE,0.89,0.0,0.0
2013-01-07 20:00:00,233.0,4,-14.0,57.0,1026.0,-7.0,SE,1.79,0.0,0.0
2013-01-07 21:00:00,250.0,4,-14.0,61.0,1026.0,-8.0,SE,2.68,0.0,0.0
2013-01-07 22:00:00,299.0,4,-14.0,57.0,1027.0,-7.0,cv,0.45,0.0,0.0
2013-01-07 23:00:00,333.0,4,-13.0,67.0,1027.0,-8.0,cv,0.9,0.0,0.0
2013-01-08 00:00:00,357.0,4,-14.0,72.0,1028.0,-10.0,NW,1.79,0.0,0.0
2013-01-08 01:00:00,390.0,4,-14.0,72.0,1028.0,-10.0,NE,0.89,0.0,0.0
2013-01-08 02:00:00,326.0,4,-13.0,67.0,1029.0,-8.0,NE,2.68,0.0,0.0
2013-01-08 03:00:00,402.0,4,-14.0,67.0,1029.0,-9.0,NE,3.57,0.0,0.0
2013-01-08 04:00:00,365.0,4,-14.0,72.0,1029.0,-10.0,NE,4.46,0.0,0.0
2013-01-08 05:00:00,257.0,4,-15.0,84.0,1029.0,-13.0,NW,1.79,0.0,0.0
2013-01-08 06:00:00,135.0,4,-14.0,85.0,1030.0,-12.0,NW,4.92,0.0,0.0
2013-01-08 07:00:00,159.0,4,-15.0,72.0,1030.0,-11.0,NW,6.71,0.0,0.0
2013-01-08 08:00:00,170.0,4,-13.0,78.0,1032.0,-10.0,NE,1.79,0.0,0.0
2013-01-08 09:00:00,36.0,4,-11.0,73.0,1033.0,-7.0,cv,0.89,0.0,0.0
2013-01-08 10:00:00,19.0,4,-16.0,38.0,1033.0,-4.0,NW,8.05,0.0,0.0
2013-01-08 11:00:00,20.0,4,-17.0,33.0,1033.0,-3.0,NW,15.2,0.0,0.0
2013-01-08 12:00:00,18.0,4,-19.0,25.0,1031.0,-2.0,NW,23.25,0.0,0.0
2013-01-08 13:00:00,19.0,4,-19.0,25.0,1031.0,-2.0,NW,33.08,0.0,0.0
2013-01-08 14:00:00,14.0,4,-20.0,23.0,1031.0,-2.0,NW,40.23,0.0,0.0
2013-01-08 15:00:00,11.0,4,-20.0,23.0,1031.0,-2.0,NW,45.15,0.0,0.0
2013-01-08 16:00:00,16.0,4,-21.0,21.0,1031.0,-2.0,NW,52.3,0.0,0.0
2013-01-08 17:00:00,19.0,4,-22.0,21.0,1031.0,-3.0,NW,58.11,0.0,0.0
2013-01-08 18:00:00,18.0,4,-21.0,25.0,1031.0,-4.0,NW,63.03,0.0,0.0
2013-01-08 19:00:00,21.0,4,-21.0,34.0,1032.0,-8.0,NW,67.05,0.0,0.0
2013-01-08 20:00:00,21.0,4,-22.0,36.0,1032.0,-10.0,NW,71.07,0.0,0.0
2013-01-08 21:00:00,17.0,4,-21.0,37.0,1033.0,-9.0,NW,75.09,0.0,0.0
2013-01-08 22:00:00,19.0,4,-23.0,31.0,1033.0,-9.0,NW,78.22,0.0,0.0
2013-01-08 23:00:00,23.0,4,-23.0,26.0,1034.0,-7.0,NW,82.24,0.0,0.0
2013-01-09 00:00:00,29.0,4,-23.0,33.0,1034.0,-10.0,NE,1.79,0.0,0.0
2013-01-09 01:00:00,22.0,4,-23.0,36.0,1033.0,-11.0,NW,3.13,0.0,0.0
2013-01-09 02:00:00,18.0,4,-22.0,34.0,1033.0,-9.0,NW,7.15,0.0,0.0
2013-01-09 03:00:00,24.0,4,-21.0,47.0,1033.0,-12.0,NW,11.17,0.0,0.0
2013-01-09 04:00:00,22.0,4,-22.0,43.0,1032.0,-12.0,NW,14.3,0.0,0.0
2013-01-09 05:00:00,17.0,4,-21.0,47.0,1032.0,-12.0,NW,16.09,0.0,0.0
2013-01-09 06:00:00,27.0,4,-21.0,51.0,1032.0,-13.0,cv,0.89,0.0,0.0
2013-01-09 07:00:00,44.0,4,-20.0,55.0,1032.0,-13.0,NW,1.79,0.0,0.0
2013-01-09 08:00:00,46.0,4,-20.0,65.0,1032.0,-15.0,NE,1.79,0.0,0.0
2013-01-09 09:00:00,35.0,4,-18.0,48.0,1033.0,-9.0,cv,0.89,0.0,0.0
2013-01-09 10:00:00,48.0,4,-19.0,34.0,1033.0,-6.0,NW,1.79,0.0,0.0
2013-01-09 11:00:00,59.0,4,-20.0,27.0,1032.0,-4.0,cv,0.89,0.0,0.0
2013-01-09 12:00:00,69.0,4,-19.0,27.0,1031.0,-3.0,NW,1.79,0.0,0.0
2013-01-09 13:00:00,72.0,4,-19.0,24.0,1029.0,-1.0,cv,0.89,0.0,0.0
2013-01-09 14:00:00,59.0,4,-23.0,14.0,1028.0,1.0,NW,4.92,0.0,0.0
2013-01-09 15:00:00,57.0,4,-23.0,14.0,1028.0,1.0,NW,9.84,0.0,0.0
2013-01-09 16:00:00,67.0,4,-23.0,15.0,1028.0,0.0,NW,13.86,0.0,0.0
2013-01-09 17:00:00,75.0,4,-18.0,26.0,1028.0,-1.0,SE,4.02,0.0,0.0
2013-01-09 18:00:00,15.0,4,-18.0,30.0,1028.0,-3.0,SE,7.15,0.0,0.0
2013-01-09 19:00:00,38.0,4,-15.0,45.0,1028.0,-5.0,SE,10.28,0.0,0.0
2013-01-09 20:00:00,41.0,4,-15.0,42.0,1029.0,-4.0,SE,12.07,0.0,0.0
2013-01-09 21:00:00,63.0,4,-14.0,57.0,1029.0,-7.0,cv,0.89,0.0,0.0
2013-01-09 22:00:00,234.0,4,-15.0,57.0,1029.0,-8.0,SE,0.89,0.0,0.0
2013-01-09 23:00:00,305.0,4,-15.0,72.0,1029.0,-11.0,cv,0.89,0.0,0.0
2013-01-10 00:00:00,304.0,4,-15.0,78.0,1029.0,-12.0,NE,0.89,0.0,0.0
2013-01-10 01:00:00,303.0,4,-16.0,72.0,1029.0,-12.0,NE,1.78,0.0,0.0
2013-01-10 02:00:00,221.0,4,-17.0,71.0,1029.0,-13.0,NW,1.79,0.0,0.0
2013-01-10 03:00:00,179.0,4,-17.0,71.0,1029.0,-13.0,NW,2.68,0.0,0.0
2013-01-10 04:00:00,162.0,4,-18.0,71.0,1028.0,-14.0,NW,5.81,0.0,0.0
2013-01-10 05:00:00,111.0,4,-18.0,71.0,1028.0,-14.0,NW,8.94,0.0,0.0
2013-01-10 06:00:00,114.0,4,-17.0,71.0,1028.0,-13.0,NW,10.73,0.0,0.0
2013-01-10 07:00:00,81.0,4,-17.0,71.0,1028.0,-13.0,NW,13.86,0.0,0.0
2013-01-10 08:00:00,56.0,4,-16.0,72.0,1029.0,-12.0,NW,16.99,0.0,0.0
2013-01-10 09:00:00,63.0,4,-15.0,61.0,1029.0,-9.0,NW,18.78,0.0,0.0
2013-01-10 10:00:00,79.0,4,-15.0,52.0,1029.0,-7.0,cv,0.89,0.0,0.0
2013-01-10 11:00:00,84.0,4,-15.0,48.0,1029.0,-6.0,cv,1.78,0.0,0.0
2013-01-10 12:00:00,97.0,4,-14.0,45.0,1028.0,-4.0,cv,2.67,0.0,0.0
2013-01-10 13:00:00,111.0,4,-13.0,45.0,1027.0,-3.0,SE,1.79,0.0,0.0
2013-01-10 14:00:00,167.0,4,-11.0,53.0,1027.0,-3.0,SE,3.58,0.0,0.0
2013-01-10 15:00:00,279.0,4,-11.0,53.0,1026.0,-3.0,SE,5.37,0.0,0.0
2013-01-10 16:00:00,395.0,4,-10.0,58.0,1026.0,-3.0,SE,7.16,0.0,0.0
2013-01-10 17:00:00,449.0,4,-9.0,73.0,1026.0,-5.0,SE,8.95,0.0,0.0
2013-01-10 18:00:00,389.0,4,-10.0,79.0,1026.0,-7.0,SE,9.84,0.0,0.0
2013-01-10 19:00:00,421.0,4,-9.0,85.0,1027.0,-7.0,SE,10.73,0.0,0.0
2013-01-10 20:00:00,486.0,4,-9.0,85.0,1027.0,-7.0,SE,12.52,0.0,0.0
2013-01-10 21:00:00,486.0,4,-8.0,92.0,1027.0,-7.0,SE,15.65,0.0,0.0
2013-01-10 22:00:00,488.0,4,-7.0,92.0,1027.0,-6.0,cv,0.89,0.0,0.0
2013-01-10 23:00:00,434.0,4,-7.0,92.0,1027.0,-6.0,SE,0.89,0.0,0.0
2013-01-11 00:00:00,425.0,4,-7.0,92.0,1026.0,-6.0,cv,0.89,0.0,0.0
2013-01-11 01:00:00,418.0,4,-7.0,85.0,1025.0,-5.0,cv,1.78,0.0,0.0
2013-01-11 02:00:00,416.0,4,-7.0,85.0,1026.0,-5.0,cv,2.67,0.0,0.0
2013-01-11 03:00:00,402.0,4,-7.0,85.0,1025.0,-5.0,NW,1.79,0.0,0.0
2013-01-11 04:00:00,429.0,4,-7.0,85.0,1024.0,-5.0,NW,2.68,0.0,0.0
2013-01-11 05:00:00,408.0,4,-7.0,85.0,1024.0,-5.0,NW,4.47,0.0,0.0
2013-01-11 06:00:00,456.0,4,-7.0,85.0,1024.0,-5.0,NW,6.26,0.0,0.0
2013-01-11 07:00:00,434.0,4,-7.0,85.0,1024.0,-5.0,NW,8.05,0.0,0.0
2013-01-11 08:00:00,391.0,4,-7.0,85.0,1025.0,-5.0,NW,9.84,0.0,0.0
2013-01-11 09:00:00,377.0,4,-6.0,92.0,1025.0,-5.0,NE,0.89,0.0,0.0
2013-01-11 10:00:00,377.0,4,-7.0,79.0,1025.0,-4.0,NW,3.13,0.0,0.0
